concerned,P\k@n-'s3nd\[CVC][CVVCC]\[k@n][s3:nd],,,,,cC,CR CRCC,CR CRCC,01,+/d/,CR CRC,V,,,,2,
necklace,P\'nEk-lIs\[CVC][CVC]\[nEk][lIs]\S\'nEk-l@s\[CVC][CVC]\[nEk][l@s],,,,,Cc,CVC CVC,CVC CVC,10,0,0,N,,,,3,
nervous,P\'n3-v@s\[CVV][CVC]\[n3:][v@s],,,,,Cc,CR CVC,CVM CVC,10,0,0,A,,,,1,
nesting,P\'nE-stIN\[CV][CCVC]\[nE][stIN],,,,Cc,,CVC CVM,CVC CVCC,10,+/IG/,CVCC,V,,,,2,
normal,"P\'n$-mP\[CVV][CS]\[nO:][ml,]",,,,,Cc,CVVC CR,CVVR CR,10,0,0,A,,,,3,
number,P\'nVm-b@R\[CVC][CVC]\[nVm][b@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,106,
numbers,P\'nVm-b@z\[CVC][CVC]\[nVm][b@z],,,,Cc,,CVM CRC,CVM CRC,10,+/z/,CVM CR,N,,,,11,
nursing,P\'n3-sIN\[CVV][CVC]\[n3:][sIN],,,,Cc,,CR CVM,CVM CVC,10,+/IG/,CRC,A; N,,,,2,
order,P\'$-d@R\[VV][CVC]\[O:][d@r*],,,,,Cc,VVC CR,VVR CR,10,0,0,N,,,,4,
ordered,P\'$-d@d\[VV][CVC]\[O:][d@d],,,,,Cc,VVC CRC,VVR CRC,10,+/d/,VVC CR,V,,,,3,
orphan,"P\'$-fH\[VV][CS]\[O:][fn,]",,,,,Cc,VVC CR,VR CR,10,0,0,N,,,,1,
ostrich,P\'Q-strIJ\[V][CCCVC]\[O][strItS]\S\'Q-strI_\[V][CCCVC]\[O][strIdZ],,,,,Cc,V CCCVC,VC CCVC,10,0,0,N,,,,1,
pamper,P\'p{m-p@R\[CVC][CVC]\[p&m][p@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,V,,,,35,
panther,P\'p{n-T@R\[CVC][CVC]\[p&n][T@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,14,
pardon,"P\'p#-dH\[CVV][CS]\[pA:][dn,]",,,,,Cc,CVVC CR,CVM CR,10,0,0,V,,,,5,
parting,P\'p#-tIN\[CVV][CVC]\[pA:][tIN],,,,,Cc,CVVC CVM,CVM CVC,10,+/IG/,CVMC,V,,,,1,
partner,P\'p#t-n@R\[CVVC][CVC]\[pA:t][n@r*],,,,,Cc,CVVC CR,CVMC CR,10,0,0,N,,,,3,
pencil,"P\'pEn-sP\[CVC][CS]\[pEn][sl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,14,
penguin,P\'pEN-gwIn\[CVC][CCVC]\[pEN][gwIn],,,,,Cc,CVM CCVC,CVM CCVC,10,0,0,N,,,,14,
perfect,P\p@-'fEkt\[CV][CVCC]\[p@][fEkt]\S\p3-'fEkt\[CVV][CVCC]\[p3:][fEkt]\S\'p3-fIkt\[CVV][CVCC]\[p3:][fIkt],p.Rf'Ekt|p'Rf.Ikt,,,,Cc,CVM CVCC,CVM CVCC,10,0,0,A,,,,10,
perfect,P\'p3-fIkt\[CVV][CVCC]\[p3:][fIkt],p.Rf'Ekt|p'Rf.Ikt,,,,Cc,CR CVCC,CVM CVCC,01,0,0,V,,,,4,
person,"P\'p3-sH\[CVV][CS]\[p3:][sn,]",,,,,Cc,CR CR,CVM CR,10,0,0,N,,,,15,
picnic,P\'pIk-nIk\[CVC][CVC]\[pIk][nIk],,,,,Cc,CVC CVC,CVC CVC,10,0,0,N,,,,12,
pictures,P\'pIk-J@z\[CVC][CVC]\[pIk][tS@z],p'IkC.Rz|p'IkS.Rz,,,Cc,,CVC CRC,CVC CRC,10,+/z/,CVC CR,N,,,,38,
piglet,P\'pIg-lIt\[CVC][CVC]\[pIg][lIt]\S\'pIg-l@t\[CVC][CVC]\[pIg][l@t],,,,,Cc,CVC CVC,CVC CVC,10,0,0,N,,,,71,
plastic,P\'pl{-stIk\[CCV][CCVC]\[pl&][stIk]\S\'pl#-stIk\[CCVV][CCVC]\[plA:][stIk],,,,,Cc,CCV CCVC,CCVC CVC,10,0,0,N,,,,10,
practice,P\'pr{k-tIs\[CCVC][CVC]\[pr&k][tIs],,,,,Cc,CCVC CVC,CCVC CVC,10,0,0,"V, N",,,,11,
pregnant,P\'prEg-n@nt\[CCVC][CVCC]\[prEg][n@nt],,,,,Cc,CCVC CRC,CCVC CRC,10,0,0,N,,,,1,
pretzel,"P\'prEt-sP\[CCVC][CS]\[prEt][sl,]",,,,Cc,,CCVC CR,CCVC CR,10,0,0,N,,,,3,
pumpkin,P\'pVmp-kIn\[CVCC][CVC]\[pVmp][kIn]\P\'pVm-kIn\[CVC][CVC]\[pVm][kIn],,,,,Cc,CVMC CVC,CVMC CVC,10,0,0,N,,,,51,
purchase,P\'p3-J@s\[CVV][CVC]\[p3:][tS@s],,,,,Cc,CR CVC,CVM CVC,10,0,0,V,,,,1,
purple,"P\'p3-pP\[CVV][CS]\[p3:][pl,]",,,,,Cc,CR CR,CVM CR,10,0,0,A,,,,68,
purpose,P\'p3-p@s\[CVV][CVC]\[p3:][p@s],,,,,Cc,CR CVC,CVM CVC,10,0,0,V,,,,8,
quarter,P\'kw$-t@R\[CCVV][CVC]\[kwO:][t@r*],,,,,Cc,CCVVC CR,CCVM CR,10,0,0,N,,,,6,
quarters,P\'kw$-t@z\[CCVV][CVC]\[kwO:][t@z],,,,,Cc,CCVVC CRC,CCVM CRC,10,+/z/,CCVVC CR,N,,,,4,
question,"P\'kwEs-J@n\[CCVC][CVC]\[kwEs][tS@n]\P\'kwEs-JH\[CCVC][CS]\[kwEs][tSn,]\S\'kwES-J@n\[CCVC][CVC]\[kwES][tS@n]\S\'kwES-JH\[CCVC][CS]\[kwES][tSn,]",,,,,Cc,CCVC CR,CCVC CR,10,0,0,N,,,,8,
ramble,"P\'r{m-bP\[CVC][CS]\[r&m][bl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,V,,,,1,
rascal,"P\'r#s-k@l\[CVVC][CVC]\[rA:s][k@l]\P\'r#s-kP\[CVVC][CS]\[rA:s][kl,]",,,,,Cc,CVC CR,CVC CR,10,0,0,N,,,,1,
ringer,P\'rI-N@R\[CV][CVC]\[rI][N@r*],,,,,Cc,CVM R ,CVM R,10,0,0,N,,,,2,
romper,P\'rQm-p@R\[CVC][CVC]\[rOm][p@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,1,
rumbling,P\'rVm-blIN\[CVC][CCVC]\[rVm][blIN],,,,Cc,,CVM CCVM,CVM CCVC,10,+/IG/,CVM CR,V,,,,1,
sample,"P\'s#m-pP\[CVVC][CS]\[sA:m][pl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,1,
sandal,"P\'s{n-dP\[CVC][CS]\[s&n][dl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,1,
sandwich,P\'s{n-wI_\[CVC][CVC]\[s&n][wIdZ]\S\'s{n-wIJ\[CVC][CVC]\[s&n][wItS],,,,,Cc,CVMC CVC,CVMC CVC,10,0,0,N,,,,14,
scamper,P\'sk{m-p@R\[CCVC][CVC]\[sk&m][p@r*],,,,,Cc,CCVM CR,CCVM CR,10,0,0,V,,,,3,
scramble,"P\'skr{m-bP\[CCCVC][CS]\[skr&m][bl,]",,,,,Cc,CCCVM CR,CCCVM CR,10,0,0,V,,,,2,
scrumptious,P\'skrVmp-S@s\[CCCVCC][CVC]\[skrVmp][S@s]\P\'skrVm-S@s\[CCCVC][CVC]\[skrVm][S@s]\S\'skrVmp-J@s\[CCCVCC][CVC]\[skrVmp][tS@s]\S\'skrVm-J@s\[CCCVC][CVC]\[skrVm][tS@s],,,,,Cc,CCCVMC CVC,CCCVMC CVC,10,0,0,A,,,,12,
serpent,"P\'s3-p@nt\[CVV][CVCC]\[s3:][p@nt]\P\'s3-pHt\[CVV][CSC]\[s3:][pn,t]",,,,,Cc,CR CRC,CVM CVCC,10,0,0,N,,,,4,
service,P\'s3-vIs\[CVV][CVC]\[s3:][vIs],,,,,Cc,CR CVC,CVM CVC,10,0,0,N,,,,16,
serving,P\'s3-vIN\[CVV][CVC]\[s3:][vIN],,,,,Cc,CR CVM,CVM CVC,10,+/IG/,CVMC,"V, N",,,,2,
shepherd,P\'SE-p@d\[CV][CVC]\[SE][p@d],,,,Cc,,CV CRC,CV CRC,10,0,0,N,,,,3,
signal,"P\'sIg-nP\[CVC][CS]\[sIg][nl,]\S\'sIg-n@l\[CVC][CVC]\[sIg][n@l]",,,,,Cc,CVC CR,CVC CR,10,0,0,N,,,,1,
silver,P\'sIl-v@R\[CVC][CVC]\[sIl][v@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,2,
simple,"P\'sIm-pP\[CVC][CS]\[sIm][pl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,A,,,,2,
singing,P\'sI-NIN\[CV][CVC]\[sI][NIN],,,,Cc,,CVVM VM,CVM VC,10,+/IG/,CVM,V,,,,83,
sister,P\'sI-st@R\[CV][CCVC]\[sI][st@r*],,,,,Cc,CVC CR,CVC CR,10,0,0,N,,,,47,
slumber,P\'slVm-b@R\[CCVC][CVC]\[slVm][b@r*],,,,,Cc,CCVM CR,CCVM CR,10,0,0,V,,,,11,
smallness,P\'sm$l-nIs\[CCVVC][CVC]\[smO:l][nIs]\S\'sm$l-n@s\[CCVVC][CVC]\[smO:l][n@s],,,,Cc,,CCVVC CVC,CCVM CVC,10,0,0,A,,,,1,
sorter,P\'s$-t@R\[CVV][CVC]\[sO:][t@r*],,,,,Cc,CVVC CR,CVM CR,10,0,0,N,,,,1,
sparkle,"P\'sp#-kP\[CCVV][CS]\[spA:][kl,]",,,,,Cc,CCVC CR,CCVM CR,10,0,0,V,,,,3,
spectrum,P\'spEk-tr@m\[CCVC][CCVC]\[spEk][tr@m],,,,,Cc,CCVC CCVM,CCVC CCVC,10,0,0,N,,,,7,
splendid,P\'splEn-dId\[CCCVC][CVC]\[splEn][dId],,,,,Cc,CCCVM CVC,CCCVM CVC,10,0,0,A,,,,4,
sprinkler,"P\'sprIN-kl@R\[CCCVC][CCVC]\[sprIN][kl@r*]\S\'sprIN-kP-@R\[CCCVC][CS][VC]\[sprIN][kl,][@r*]",,,,,Cc,CCCVM CCR,CCCVMC CR,10,0,0,N,,,,6,
standing,P\'st{n-dIN\[CCVC][CVC]\[st&n][dIN],,,,,Cc,CCVM CVM,CCVM CVC,10,+/IG/,CCVMC,V,,,,64,
startle,"P\'st#-tP\[CCVV][CS]\[stA:][tl,]",,,,,Cc,CCVVC CR,CCVM CR,10,0,0,V,,,,1,
stinker,P\'stIN-k@R\[CCVC][CVC]\[stIN][k@r*],,,,,Cc,CCVM CR,CCVM CR,10,0,0,N,,,,13,
stinking,P\'stIN-kIN\[CCVC][CVC]\[stIN][kIN],,,,Cc,,CCVM CVM,CCVM CVC,10,+/IG/,CCVMC,V,,,,2,
suction,"P\'sVk-SH\[CVC][CS]\[sVk][Sn,]",,,,,Cc,CVC CR,CVC CR,10,0,0,V,,,,2,
surface,P\'s3-fIs\[CVV][CVC]\[s3:][fIs]\S\'s3-f@s\[CVV][CVC]\[s3:][f@s],,,,,Cc,CR CVC,CVM CVC,10,0,0,N,,,,1,
swinging,P\'swI-NIN\[CCV][CVC]\[swI][NIN],,,,Cc,,CCVM VM,CCVM CVC,10,+/IG/,CCVM,V,,,,10,
system,P\'sI-st@m\[CV][CCVC]\[sI][st@m]\S\'sI-stIm\[CV][CCVC]\[sI][stIm],,,,,Cc,CV CCVC,CVC CVC,10,0,0,N,,,,1,
tantrum,P\'t{n-tr@m\[CVC][CCVC]\[t&n][tr@m],,,,,Cc,CVM CCVM,CVM CCVC,10,0,0,N,,,,2,
target,P\'t#-gIt\[CVV][CVC]\[tA:][gIt],,,,,Cc,CVVC CVC,CVM CVC,10,0,0,N,,,,4,
temper,P\'tEm-p@R\[CVC][CVC]\[tEm][p@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,1,
that'll,"P\'D{-tP\[CV][CS]\[D&][tl,]",,,,Cc,,CV CR,CV  CR,10,0,0,V,,,,21,
thinking,P\'TIN-kIN\[CVC][CVC]\[TIN][kIN],,,,,Cc,CVM CVM,CCVM CVC,10,+/IG/,CVMC,V,,,,34,
thoughtful,"P\'T$t-fUl\[CVVC][CVC]\[TO:t][fUl]\P\'T$t-fP\[CVVC][CS]\[TO:t][fl,]",,,,,Cc,CVC CR,CVVC CR,10,0,0,A,,,,1,
thunder,P\'TVn-d@R\[CVC][CVC]\[TVn][d@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,13,
tickler,"P\'tI-kP-@R\[CV][CS][VC]\[tI][kl,][@r*]",,,,,Cc,CVC CR,CVC CR,10,0,0,N,,,,1,
timber,P\'tIm-b@R\[CVC][CVC]\[tIm][b@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,6,
tinkle,"P\'tIN-kP\[CVC][CS]\[tIN][kl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,V,,,,3,
toddler,"P\'tQ-dP-@R\[CV][CS][VC]\[tO][dl,][@r*]\S\'tQd-l@R\[CVC][CVC]\[tOd][l@r*]",,,,,Cc,CVC CR,CVC CR,10,0,0,N,,,,6,
tortoise,P\'t$-t@s\[CVV][CVC]\[tO:][t@s],,,,,Cc,CVVC CVC,CVC CVC,10,0,0,N,,,,4,
tractor,P\'tr{k-t@R\[CCVC][CVC]\[tr&k][t@r*],,,,,Cc,CCVC CR,CCVC CR,10,0,0,N,,,,30,
tumble,"P\'tVm-bP\[CVC][CS]\[tVm][bl,]",,,,,Cc,CVM CR,CVM CR,10,0,0,V,,,,1,
turning,P\'t3-nIN\[CVV][CVC]\[t3:][nIN],,,,,Cc,CR CVM,CVM CVC,10,+/IG/,CRC,V,,,,24,
turtle,"P\'t3-tP\[CVV][CS]\[t3:][tl,]",,,,,Cc,CR CR,CVM CR,10,0,0,N,,,,63,
twinkle,"P\'twIN-kP\[CCVC][CS]\[twIN][kl,]",,,,,Cc,CCVM CR,CCVM CR,10,0,0,V,,,,31,
twister,P\'twI-st@R\[CCV][CCVC]\[twI][st@r*],,,,,Cc,CCVC CR,CCVC CR,10,0,0,N,,,,1,
uncle,"P\'VN-kP\[VC][CS]\[VN][kl,]",,,,,Cc,VM CR,VC CR,10,0,0,N,,,,34,
under,P\'Vn-d@R\[VC][CVC]\[Vn][d@r*],,,,,Cc,VM CR,VM CR,10,0,0,,Preposition,,,188,
version,"P\'v3-SH\[CVV][CS]\[v3:][Sn,]\S\'v3-ZH\[CVV][CS]\[v3:][Zn,]",,,,,Cc,CR CR,CVM CR,10,0,0,N,,,,2,
versus,P\'v3-s@s\[CVV][CVC]\[v3:][s@s],,,,,Cc,CR CVC,CVM CVC,10,0,0,,Preposition,,,1,
wanting,P\'wQn-tIN\[CVC][CVC]\[wOn][tIN],,,,,Cc,CVM CVM,CVM CVC,10,+/IG/,CVMC,V,,,,2,
warmer,P\'w$-m@R\[CVV][CVC]\[wO:][m@r*],,,,,Cc,CVVC CR,CVVM CR,10,0,0,A,,,,8,
warning,P\'w$-nIN\[CVV][CVC]\[wO:][nIN],,,,,Cc,CVVC CVM,CVVM CVC,10,+/IG/,CVVMC,V,,,,2,
wasn't,"P\'wQ-zHt\[CV][CSC]\[wO][zn,t]\S\'wQ-zH\[CV][CS]\[wO][zn,]",,,,,Cc,CV CRC,CV CRC,10,0,0,V,,,,80,
welcome,P\'wEl-k@m\[CVC][CVC]\[wEl][k@m],,,,,Cc,CVM CVM,CVM CVC,10,0,0,N,,,,14,
where're,P\'w8-r@R\[CVV][CVC]\[wE@][r@r*],,,10,Cc,,CVVC R,CVVM R,10,0,0,V,,,,1,
whisker,P\'wI-sk@R\[CV][CCVC]\[wI][sk@r*]\S\'hwI-sk@R\[CCV][CCVC]\[hwI][sk@r*],,,,,Cc,CV CCR,CVC CR,10,0,0,N,,,,2,
whiskers,P\'wI-sk@z\[CV][CCVC]\[wI][sk@z]\S\'hwI-sk@z\[CCV][CCVC]\[hwI][sk@z],,,,Cc,,CV CCRC,CVC CCRC,10,+/z/,CVC CR,N,,,,4,
whisper,P\'wI-sp@R\[CV][CCVC]\[wI][sp@r*]\S\'hwI-sp@R\[CCV][CCVC]\[hwI][sp@r*],,,,,Cc,CV CCR,CVC CR,10,0,0,V,,,,30,
winter,P\'wIn-t@R\[CVC][CVC]\[wIn][t@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,N,,,,9,
wonder,P\'wVn-d@R\[CVC][CVC]\[wVn][d@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,V,,,,55,
wonders,P\'wVn-d@z\[CVC][CVC]\[wVn][d@z],,,,Cc,,CVM CRC,CVM CRC,10,+/z/,CVM CR,V,,,,1,
working,P\'w3-kIN\[CVV][CVC]\[w3:][kIN],,,,Cc,,CR CVM,CVM CVC,10,+/IG/,CRC,V,,,,45,
worship,P\'w3-SIp\[CVV][CVC]\[w3:][SIp],,,,,Cc,CVVC CVC,CR CVC,10,0,0,V,,,,7,
yearling,P\'j7-lIN\[CVV][CVC]\[jI@][lIN]\S\'j3-lIN\[CVV][CVC]\[j3:][lIN],y'Rl.IG|y'irl.IG,,,,Cc,CVVC CVM,CVM CVC,10,0,0,N,,,,2,
yonder,P\'jQn-d@R\[CVC][CVC]\[jOn][d@r*],,,,,Cc,CVM CR,CVM CR,10,0,0,,Adverb,,,2,
younger,P\'jVN-g@R\[CVC][CVC]\[jVN][g@r*],,,,Cc,,CVM CR,CVM CR,11,0,0,A,,,,1,
backdoor,"P\""b{k-'d$R\[CVC][CVVC]\[b&k][dO:r*]",,,,,CC,CVC CVVC,CVC CVVM,11,0,0,N,,,,1,1 CVC; CVVC
backwash,P\'b{k-wQS\[CVC][CVC]\[b&k][wOS],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,1,1 CVC; CVC
backyard,"P\""b{-'kj#d\[CV][CCVVC]\[b&][kjA:d]",,,,CC,,CVC CVVCC,CVC CVCC,11,0,0,N,,,,11,1 CVC; CVVCC
barefoot,P\'b8-fUt\[CVV][CVC]\[bE@][fUt],,,,,CC,CVVC CVC,CVM CVC,11,0,0,A,,,,1,1 CVVC; CVC
bathtub,P\'b#T-tVb\[CVVC][CVC]\[bA:T][tVb],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,37,1 CVC; CVC
batman,P\'b{t-m@n\[CVC][CVC]\[b&t][m@n],,,,,CC,CVC CVM,CVC CVM,11,0,0,N,,,,1,1 CVC; CVM
blackbird,P\'bl{k-b3d\[CCVC][CVVC]\[bl&k][b3:d],,,,,CC,CCVC CRC,CCVC CVMC,11,0,0,N,,,,1,1 CMVC; CRC
blockhead,P\'blQk-hEd\[CCVC][CVC]\[blOk][hEd],,,,,CC,CCVC CVC,CCVC CVC,11,0,0,N,,,,1,1 CCVVC; CVC
bullfrog,P\'bUl-frQg\[CVC][CCVC]\[bUl][frOg],,,,,CC,CVVC CCVC,CVVM CCVC,11,0,0,N,,,,2,1 CVVC; CCVC
cardboard,P\'k#d-b$d\[CVVC][CVVC]\[kA:d][bO:d],,,,,CC,CVVCC CVVCC,CVMC CVVMC,11,0,0,N,,,,7,1 CVVCC; CVVCC
checkbook,P\'JEk-bUk\[CVC][CVC]\[tSEk][bUk],,,,CC,,CVC CVC,CVC CVC,11,0,0,N,,,,3,1 CVC; CVC
cobweb,P\'kQb-wEb\[CVC][CVC]\[kOb][wEb],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,1,1 CVC; CVC
contact,P\'kQn-t{kt\[CVC][CVCC]\[kOn][t&kt],,,,,CC,CVM CVCC,CVM CVCC,10,0,0,N,,,,2,
crisscross,P\'krIs-krQs\[CCVC][CCVC]\[krIs][krOs],,,,CC,,CCVC CCVVC,CCVC CCVC,11,0,0,A,,,,3,1 CCVC; CCVVC
doorstop,P\'d$-stQp\[CVV][CCVC]\[dO:][stOp],,,,,CC,CVVC CCVC,CVVM CCVC,11,0,0,N,,,,1,1 CVVC; CCVC
doorbell,P\'d$-bEl\[CVV][CVC]\[dO:][bEl],,,,CC,,CVVC CVM,CVVM CVM,11,0,0,N,,,,5,1 CVVC; CVM
doorknob,P\'d$-nQb\[CVV][CVC]\[dO:][nOb],,,,CC,,CVVC CVC,CVVM CVC,11,0,0,N,,,,1,1 CVVC; CVC
dustpan,P\'dVst-p{n\[CVCC][CVC]\[dVst][p&n]\P\'dVs-p{n\[CVC][CVC]\[dVs][p&n],,,,CC,,CVCC CVM,CVCC CVM,11,0,0,N,,,,3,1 CVCC; CVM
eardrum,P\'7-drVm\[VV][CCVC]\[I@][drVm],,,,CC,,VVC CCVM,VVM CCVM,11,0,0,N,,,,1,1 VVC; CCVM
farmyard,"P\'f#m-j#d\[CVVC][CVVC]\[fA:m][jA:d]\S\""f#m-'j#d\[CVVC][CVVC]\[fA:m][jA:d]",,,,,CC,CVVCC CVVC,CVMC CVMC,11,0,0,N,,,,1,1 CVCC; CVVCC
football,P\'fUt-b$l\[CVC][CVVC]\[fUt][bO:l],,,,,CC,CVC CVVC,CVC CVM,11,0,0,N,,,,28,1 CVC; CVVC
forehead,P\'fQ-rId\[CV][CVC]\[fO][rId]\S\'fQ-rEd\[CV][CVC]\[fO][rEd]\S\'f$-hEd\[CVV][CVC]\[fO:][hEd],,,,,CC,CVVC CVC,CVVM CVC,11,0,0,N,,,,4,1 CVVC; CVC
forget,P\f@-'gEt\[CV][CVC]\[f@][gEt],,,,,CC,CR CVC,CR CVC,01,0,0,V,,,,30,
forgive,P\f@-'gIv\[CV][CVC]\[f@][gIv],,,,,CC,CR CVC,CR CVC,01,0,0,V,,,,2,
fusspot,P\'fVs-pQt\[CVC][CVC]\[fVs][pOt],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,1,1 CVC; CVC
girlfriend,P\'g3l-frEnd\[CVVC][CCVCC]\[g3:l][frEnd],,,,,CC,CRC CCVMC,CVMC CCVMC,11,0,0,N,,,,5,1 CRC; CCVMC
grandad,P\'gr{n-d{d\[CCVC][CVC]\[gr&n][d&d]\S\'gr{nd-d{d\[CCVCC][CVC]\[gr&nd][d&d],,,,CC,,CCVM CVC,CCVM CVC,11,0,0,N,,,,1,1 CCVM; CVC
hairbrush,P\'h8-brVS\[CVV][CCVC]\[hE@][brVS],,,,,CC,CVVC CCVC,CVVM CCVC,11,0,0,N,,,,4,1 CVVC; 2 CCVC
haircut,P\'h8-kVt\[CVV][CVC]\[hE@][kVt],,,,,CC,CVVC CVC,CVM CVC,11,0,0,N,,,,2,1 CVVC; CVC
handbook,P\'h{nd-bUk\[CVCC][CVC]\[h&nd][bUk]\P\'h{n-bUk\[CVC][CVC]\[h&n][bUk],,,,CC,,CVMC CVC,CVMC CVC,11,0,0,N,,,,1,1 CVMC; CVC
headband,P\'hEd-b{nd\[CVC][CVCC]\[hEd][b&nd],,,,,CC,CVC CVMC,CVC CVMC,11,0,0,N,,,,3,1 CVC; CVMC
hedgehog,P\'hE_-hQg\[CVC][CVC]\[hEdZ][hOg]\P\'hE_-Qg\[CVC][VC]\[hEdZ][Og],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,5,1 CVC; CVC
hogwash,P\'hQg-wQS\[CVC][CVC]\[hOg][wOS],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,1,1 CVC; CVC
income,P\'IN-kVm\[VC][CVC]\[IN][kVm]\S\'In-kVm\[VC][CVC]\[In][kVm]\S\'IN-k@m\[VC][CVC]\[IN][k@m]\S\'In-k@m\[VC][CVC]\[In][k@m],,,,,CC,VM CVM,CM CVM,11,0,0,N,,,,1,1 VM; CVM
indoors,"P\""In-'d$z\[VC][CVVC]\[In][dO:z]\S\In-'d$z\[VC][CVVC]\[In][dO:z]",,,,,CC,VM CVVCC,CM CVVMC,11,0,0,N,,,,2,1 VM; CVVCC
input,P\'In-pUt\[VC][CVC]\[In][pUt]\S\'Im-pUt\[VC][CVC]\[Im][pUt],,,,,CC,VM CVC,CV CVC,11,0,0,N,,,,1,1 CVC; CVC
knapsack,P\'n{p-s{k\[CVC][CVC]\[n&p][s&k],,,,,CC,CVC CVC,CVC CVC,11,0,0,N,,,,3,1 CVC; CVC
password,P\'p#s-w3d\[CVVC][CVVC]\[pA:s][w3:d],,,,,CC,CVC CRC,CVC CVMC,11,0,0,N,,,,1,1 CVC; CRC
pigpen,P\'pIg-pEn\[CVC][CVC]\[pIg][pEn],,,11,CC,,CVC CVM,CVC CVM,11,0,0,N,,,,8,1 CVC; CVM
popcorn,P\'pQp-k$n\[CVC][CVVC]\[pOp][kO:n],,,,CC,,CVC CVVCC,CVC CVVMC,11,0,0,N,,,,7,1 CVC; CVVCC
princess,"P\prIn-'sEs\[CCVC][CVC]\[prIn][sEs]\S\'prIn-sEs\[CCVC][CVC]\[prIn][sEs]\S\""prIn-'sEs\[CCVC][CVC]\[prIn][sEs]",,,,,CC,CCVM CVC,CCVC CVC,11,0,0,N,,,,4,1 CCVC; CVC
redhead,P\'rEd-hEd\[CVC][CVC]\[rEd][hEd],,,,CC,,CVC CVC,CVC CVC,11,0,0,N,,,,2,1 CVC; CVC
sandman,P\'s{nd-m{n\[CVCC][CVC]\[s&nd][m&n]\P\'s{n-m{n\[CVC][CVC]\[s&n][m&n],,,11,,,CVMC CVM,CVMC CVM,11,0,0,N,,,,1,1 CVMC; CVM
sixpence,P\'sIks-p@ns\[CVCC][CVCC]\[sIks][p@ns],,,,,CC,CVCC CVMC,CVCC CVMC,11,0,0,N,,,,2,1 CVCC; CVMC
software,P\'sQft-w8R\[CVCC][CVVC]\[sOft][wE@r*],,,,,CC,CVVCC CVVC,CVCC CVM,11,0,0,N,,,,3,1 CVCC; CVVC
softball,P\'sQft-b$l\[CVCC][CVVC]\[sOft][bO:l]\S\'s$ft-b$l\[CVVCC][CVVC]\[sO:ft][bO:l],,,,CC,,CVVCC CVVC,CVCC CVM,11,0,0,N,,,,1,1 CVCC; CVVC
someone,P\'sVm-wVn\[CVC][CVC]\[sVm][wVn],,,,,CC,CVM CVM,CVM CVM,11,0,0,,Pronoun,,,39,1 CVM; CVM
something,P\'sVm-TIN\[CVC][CVC]\[sVm][TIN]\S\'sVmp-TIN\[CVCC][CVC]\[sVmp][TIN],,,,,CC,CVM CVM,CVM CVC,11,0,0,,Pronoun,,,580,1 CVM; CVM
somewhat,P\'sVm-wQt\[CVC][CVC]\[sVm][wOt]\S\'sVm-hwQt\[CVC][CCVC]\[sVm][hwOt],,,,,CC,CVM CVC,CVM CVC,11,0,0,,Adverb,,,3,1 CVM; CVC
somewhere,P\'sVm-w8R\[CVC][CVVC]\[sVm][wE@r*]\S\'sVm-hw8R\[CVC][CCVVC]\[sVm][hwE@r*],,,,,CC,CVM CVVC,CVM CVM,11,0,0,,Adverb,,,37,1 CVM; CVVC
starfish,P\'st#-fIS\[CCVV][CVC]\[stA:][fIS],,,,,CC,CCVVC CVC,CCVM CVC,11,0,0,N,,,,1,1 CCVVC; CVC
steadfast,P\'stEd-f#st\[CCVC][CVVCC]\[stEd][fA:st]\S\'stEd-f@st\[CCVC][CVCC]\[stEd][f@st],,,,,CC,CCVC CVVCC,CCVC CVCC,11,0,0,A,,,,1,1 CCVC; CVCC
sultan,"P\'sVl-t@n\[CVC][CVC]\[sVl][t@n]\P\'sVl-tH\[CVC][CS]\[sVl][tn,]",,,,,CC,CVM CR,CVM CR,10,0,0,N,,,,4,
sunburn,P\'sVn-b3n\[CVC][CVVC]\[sVn][b3:n],,,,,CC,CVM CRC,CVM CRM,11,0,0,N,,,,3,1 CVM; CRC
